run,label,password_length,method,success,window_ready_ms,detail,machine,os
33,google-signin,0,none,True,644,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
34,google-signin,0,none,True,761,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
35,google-signin,0,none,True,653,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
36,google-signin,0,none,True,649,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
37,google-signin,0,none,True,640,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
38,google-signin,0,none,True,672,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
39,google-signin,0,none,True,654,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
40,google-signin,0,none,True,652,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
41,google-signin,0,none,True,626,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
42,google-signin,0,none,True,750,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
43,google-signin,0,none,True,755,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
44,google-signin,0,none,True,544,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
45,google-signin,0,none,True,639,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
46,google-signin,0,none,True,643,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
47,google-signin,0,none,True,652,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
48,google-signin,0,none,True,868,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
49,google-signin,0,none,True,650,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
50,google-signin,0,none,True,648,"DELIMa 3.0 Digital Educational Learning Initiative Malaysia - Google Chrome",SABLE,"Microsoft Windows NT 10.0.26200.0"
